LoyaltyCardID,Region,FirstName,MiddleName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,YearlyIncome,TotalChildren,NumberChildrenAtHome,Education,Occupation,HouseOwnerFlag,NumberCarsOwned,AddressLine1,AddressLine2,Phone,DateFirstPurchase,CommuteDistance
11110,Australia,Curtis,NULL,Yang,1967-12-04,M,M,curtis5@adventure-works.com,60000.00,1,0,Partial College,Skilled Manual,1,1,4052 Mt. Wilson Way,NULL,1 (11) 500 555-0127,2011-05-01,5-10 Miles
11111,Australia,Meredith,T,Gutierrez,1967-08-23,M,F,meredith34@adventure-works.com,60000.00,1,0,Partial College,Skilled Manual,1,1,7610 Northridge Ct.,NULL,1 (11) 500 555-0179,2011-05-20,0-1 Miles
11112,Australia,Crystal,C,Wang,1968-03-08,M,F,crystal3@adventure-works.com,60000.00,1,0,Partial College,Skilled Manual,1,1,2773 Kirkwood Dr,NULL,1 (11) 500 555-0134,2011-05-25,0-1 Miles
11113,Australia,Micheal,A,Blanco,1973-02-17,M,M,micheal11@adventure-works.com,70000.00,5,4,Bachelors,Professional,1,2,596 Marfargoa Drive,NULL,1 (11) 500 555-0131,2013-02-01,5-10 Miles
11114,Australia,Leslie,C,Moreno,1967-11-25,S,F,leslie7@adventure-works.com,70000.00,5,4,Partial College,Skilled Manual,1,2,7941 Cristobal,NULL,1 (11) 500 555-0115,2013-03-18,5-10 Miles
11115,Australia,Alvin,D,Cai,1967-08-12,M,M,alvin20@adventure-works.com,70000.00,5,4,Partial College,Skilled Manual,1,2,7759 Azalea Avenue,NULL,1 (11) 500 555-0191,2013-02-10,0-1 Miles
11116,Australia,Clinton,E,Carlson,1979-04-02,M,M,clinton14@adventure-works.com,70000.00,5,4,Partial College,Skilled Manual,1,2,7943 Cunha Ct.,NULL,1 (11) 500 555-0184,2013-03-15,5-10 Miles
11117,Australia,April,NULL,Deng,1966-08-21,M,F,april1@adventure-works.com,70000.00,5,4,Partial College,Skilled Manual,1,3,485 Ash Lane,NULL,1 (11) 500 555-0182,2011-05-06,10+ Miles
11118,Australia,Alvin,M,Zeng,1962-12-31,S,M,alvin21@adventure-works.com,80000.00,1,0,Partial College,Skilled Manual,0,1,3853 Wildcat Circle,Unit 13c12,1 (11) 500 555-0174,2013-07-10,0-1 Miles
11119,Australia,Evan,V,James,1940-10-07,S,M,evan8@adventure-works.com,30000.00,2,0,Partial College,Clerical,0,2,4157 Sierra Ridge,NULL,1 (11) 500 555-0187,2013-02-03,0-1 Miles
11120,Australia,Beth,H,Jiménez,1942-02-06,S,F,beth8@adventure-works.com,40000.00,2,0,Bachelors,Management,1,1,7401 Las Palmas,NULL,1 (11) 500 555-0164,2011-05-14,5-10 Miles
11121,Australia,Orlando,NULL,Suarez,1966-05-18,M,M,orlando19@adventure-works.com,70000.00,5,4,Partial College,Skilled Manual,1,3,7743 Hames Dr,NULL,1 (11) 500 555-0198,2013-06-24,10+ Miles
11122,Australia,Byron,NULL,Vazquez,1965-09-30,M,M,byron9@adventure-works.com,70000.00,5,4,Partial College,Skilled Manual,1,3,3187 Hackamore Lane,NULL,1 (11) 500 555-0136,2013-02-21,5-10 Miles
11123,Australia,Philip,A,Alvarez,1965-12-18,M,M,philip4@adventure-works.com,70000.00,5,4,Partial College,Skilled Manual,1,3,2775 Mt. Olivet Pl.,NULL,1 (11) 500 555-0191,2013-04-17,10+ Miles
11124,Australia,Ross,F,Jordan,1968-07-23,S,M,ross1@adventure-works.com,80000.00,1,0,Partial College,Skilled Manual,1,1,6973 Dublin Court,NULL,1 (11) 500 555-0126,2011-05-05,5-10 Miles
11125,Australia,Dana,J,Navarro,1961-10-06,S,F,dana2@adventure-works.com,70000.00,1,0,Partial College,Skilled Manual,1,1,8481 Zartop Street,NULL,1 (11) 500 555-0172,2013-01-31,5-10 Miles
11126,Australia,Shaun,NULL,Carson,1954-10-05,M,M,shaun16@adventure-works.com,10000.00,2,1,High School,Skilled Manual,0,2,57 Wolf Way,NULL,1 (11) 500 555-0155,2011-05-28,0-1 Miles
